noise_per_ms,eph,timestamp,s_variance_m_s,epv,lat_x,epv_x,evh,alt_ellipsoid_x,alt_ellipsoid_y,vel_m_s,satellites_used,hdop,vdop,y,vel_d_m_s,delta_heading,c_variance_rad,vel_n_m_s,z,heading_y,vy,vx,vel_e_m_s,q[2],jamming_indicator,cog_rad,z_deriv,vz,ay,az,ax,q[1],terrain_alt_valid,source,label
101.04714407895862,0.6489577902012721,496475541,0.31334873827856635,0.39491851642185266,36.20479563,3.9270862166038176,0.14325102865787107,86.38762864159786,86068.02698895035,0.035068570398378844,10.96816164943771,0.71,1.3115790672405785,0.3582348723847453,0.04317323034117385,0.0064747804,0.6540337071440123,-0.016668534796795205,0.017178911218741225,-2.3779325059594787,-0.056083387516330796,-0.06412786169061781,0.03934670783662716,-0.12011001749783885,18.343514737932384,5.665052283503233,0.006542502579997025,0.07938365995213295,-3.5764309505984935,0.6326401988812309,-0.18787073049046832,-0.007222805355978774,0.004783918593467533,0,0
102.61544903791734,0.7210161078625014,360381786,0.32533284760552295,0.37937857745646003,36.20495266,3.926115,0.17359163828377847,85.09146137126109,85448.77940096865,0.02131351352731319,11.010536623215305,0.8424107481769104,1.310525388471781,0.40470449044098783,-0.5379558874584893,0.0064747804,0.6519576371116502,0.2624646063026732,-0.17411495473367944,-2.3754605337664993,-0.08616310173150234,0.08612112236981324,-0.0029269201279448834,-0.11267075031077199,25.191023063713025,5.935241751953605,-0.06335029404752565,0.11603753961028344,3.583852092327856,1.3459786991427627,-6.045946771534476,0.021599685971282683,0.0002835919988720796,0,0
100.14414586499012,0.44853481260745165,378754790,0.3219707754851354,0.37643866005916166,36.20479563,3.9325238942986602,0.17088298583819966,86.32878846460703,85533.77940015517,0.08247881222636375,11.040104749673766,0.8424307139230462,1.295041599987267,0.4787581670148082,-0.13671468348673252,0.005669712015696305,0.6216323716397855,0.8459303549424683,0.13919653265585177,-2.361939917443238,0.027349756789454983,-0.22332894615439589,0.037299435284618064,-0.009154065228373202,28.744495683143604,5.893378923223946,-0.013630464991731504,0.26336846748992143,-0.49760094581563274,-2.496770369646416,2.133714833341741,0.0030776189774491553,0.003530952758551782,0,0
99.08027934908623,0.4504698573391597,405429918,0.5184994562091425,0.3903725295067951,36.20479563,4.361447618889261,0.1503260403827853,86.53378930324592,85563.28639284085,0.01416283060334636,14.0,3.187203347065168,1.2179342201156327,0.434998914194589,-0.5043955232740435,0.0064747804,0.7275238322229406,0.046936103294309306,-0.11672098241829178,-2.9445475572878443,-0.10825409419574537,0.0978912246542962,-0.05217075816347514,-0.0006109069094948402,33.58073005519714,0.21393003618540948,-0.1919821603091417,0.1328315396305111,-2.1573325234316405,-0.3226116154312917,6.380800006138418,0.0023831788788521427,0.0,0,0
141.94099426370911,1.2828042133723945,401313498,1.6185511770553962,0.5034054759783658,36.20479563,4.3824625,0.3373893326980877,88.12503214994156,81618.05756590226,0.354639567794049,12.770142240550298,0.8012765810061258,1.3434953178908666,0.7557757625772188,-1.0894660308178568,0.0021580907,0.30379114,0.30501586222660526,0.42696456363769153,-2.684693296382369,-0.13240066678670187,0.1073796706524992,0.02811160382735378,-0.0459962011468365,23.05027849592847,0.16520716415395395,-0.28181871806411374,0.025925094076458613,0.31200806764642763,-1.7117658464016254,5.008897238179316,-0.01692717233050398,0.0,1,1
169.02284160656387,1.27034817082408,509058648,0.7734109077032059,0.49693003216797327,36.20479563,4.3811107493026755,0.3429143892813687,86.66336472853897,92333.05254555764,0.6304374131502957,14.0,0.7170441521433549,1.2099999,0.9836326506766029,-0.18812652780142466,0.0021580907,0.7864799061282473,-0.06669105810562295,0.20856994563271522,-2.5265893924683724,-0.03200552222628597,0.3866689111534612,0.11176759167964916,-0.13968340314712166,39.925407511049094,2.918911851811303,0.023567865004398832,0.0288513551426412,2.4453492774957573,0.10644565150805349,-0.3950892507229485,-0.04790410546132996,0.0,2,1
107.00155350419271,0.6040212800008935,410640638,0.32233291613887527,0.39852403831772326,36.20479563,3.926115,0.1568025614327583,86.68709005019053,84758.33434914872,0.010535484830468914,11.110617164906794,0.8459219200661438,1.3621481599036098,0.26480421208651483,-0.08899082566942079,0.0062253208523404815,0.6409444820553936,0.046810570131435,0.13457289833502883,-2.587279571615404,-0.019183546739065027,0.07748109939908021,0.013212743839546553,-0.006445313897957626,33.96701780244154,0.0,-0.07721612021540684,-0.005007637335758977,-2.246365423386755,0.6855610299653333,-5.595072706102711,-0.006458932116146539,0.0,0,0
148.78763210123938,1.1802972476260343,408990426,0.9810396157874787,0.48690904336045787,36.204913093385066,4.37110037090928,0.3507148926011351,86.99508391748763,88483.55532077565,0.723662392305712,14.0,0.71,1.2593566595128716,0.41777601829611155,0.011958275929303768,0.0021580907,0.7387515359639633,-0.6107337801213999,-0.024616391394745724,-2.4889030021875285,-0.018230363973194275,-0.1589131185516658,0.10097809758915832,-0.05526342902435225,30.908252003679202,2.9494013205868805,-0.009596007651654595,0.012006634363558186,-0.9216859456880337,0.2788110910484176,1.5000354183944091,-0.03639172443115455,8.185681341758047e-05,2,1
99.39677285700712,0.509977784238703,369836279,0.27860143081718847,0.38679624387179523,36.20479563,4.380096810363441,0.13555594,85.03921922676332,86497.13594121307,0.032123057700571514,14.0,0.71,1.2099999,-0.047335609713597765,-0.11606558600520109,0.0021580907,0.6624333628579223,0.06314991635219962,-0.10603944301765766,-2.516738792650004,-0.11144551524132439,-0.0647324735944813,-0.04538041563379449,-0.010293689373504004,10.475849443097463,1.6802540309820375,-0.017272893000158135,0.20734481918083159,1.9589009658146066,0.6539787838828484,-3.0380947668328,-0.035824560193752096,0.0025070565096645086,0,0
117.94728902117424,1.4792307661963606,431695655,1.4672229396168674,0.4348228764576576,36.20495266,3.9363121429123575,0.3598684218166098,85.42391779680842,85924.72993371365,0.5902806355151392,10.003448564044989,1.0127914959026192,1.211887985327372,0.8883649969295822,-0.3649952234538863,0.0064747804,0.7799654204277011,-0.14815885683773006,-0.19260907614410472,-2.5040266425658335,0.011039613872191878,-0.44893855702764257,-0.17108011568568537,-0.0899028101794224,33.16890236611012,1.8916217825325976,-0.2516693460797533,-0.0984767436985517,-4.897256532394043,-0.27528646381455224,-0.32853908368836304,-0.0099935440778455,0.004049124169823591,1,1
